Description,Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Car Space,Bedrooms,Bathrooms,Longitude,Latitude,Condominum Name,Price(Php),Link,NAME_2
Mckinley Hill Village 4 Bedroom Modern House and Lot for Sale in Taguig City,"McKinley Hill, Taguig",House,"House,single-family-house",198,450,4,4,5,121.0553,14.53712,None,85000000,https://www.lamudi.com.ph/mckinley-hill-village-4-bedroom-modern-house-and-lot-for-sale-in-taguig-city.html,Taguig
Mckinley Hill Village | Brand New 4 Bedroom Modern House For Sale in Taguig,"McKinley Hill, Taguig",House,"House,single-family-house",198,450,None,4,5,121.0553,14.53712,None,85000000,https://www.lamudi.com.ph/mckinley-hill-village-brand-new-4-bedroom-modern-h-165855450718.html,Taguig
"For Sale in Afpovai Fully Furnished 3-Storey Modern House, Taguig City Near BGC","Western Bicutan, Taguig",House,"House,single-family-house",450,560,4,5,5,121.036376,14.517219,None,78000000,https://www.lamudi.com.ph/for-sale-in-afpovai-fully-furnished-3-storey-modern-house-taguig-city-near-bgc.html,Taguig
"Spacious Studio Condominium unit Rush Sale at BGC, Taguig City","Fort Bonifacio, Taguig",Condominium,"Condominium,studio",None,31,None,1,1,121.050318,14.540867,South of Market,7500000,https://www.lamudi.com.ph/spacious-studio-condominium-unit-rush-sale-at-bgc-taguig-city.html,Taguig
"For Sale 2 Bedroom at Manansala Rockwell Facing Powerplant Mall, Makati City","Poblacion, Makati",Condominium,"Condominium,double-bedroom",None,99,1,2,2,121.032076,14.56568,Manansala Tower,28500000,https://www.lamudi.com.ph/for-sale-2-bedroom-at-manansala-rockwell-facing-po-165953393161.html,Makati
Good Value for Investment 3 Bedroom Condo For Sale in One Serendra BGC Taguig,"Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",None,184,2,3,4,121.050318,14.540867,One Serendra,57000000,https://www.lamudi.com.ph/good-value-for-investment-3-bedroom-condo-for-sale-in-one-serendra-bgc-taguig.html,Taguig
155 sqm 2BR Condo with Balcony and a Parking Slot for Sale at Park Terraces,"San Lorenzo, Makati",Condominium,"Condominium,double-bedroom",None,155,1,2,2,121.019175,14.550759,Park Terraces,52000000,https://www.lamudi.com.ph/155-sqm-2br-condo-with-balcony-and-a-parking-slot-for-sale-at-park-terraces.html,Makati
"2 bedroom Condominium unit in Arya Residences, BGC, Taguig  For Sale","Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",None,135,None,2,2,121.050318,14.540867,Arya Residences,40950000,https://www.lamudi.com.ph/2-bedroom-condominium-unit-in-arya-residences-bgc-taguig-for-sale.html,Taguig
"Admiral Baysuites: RUSH2BR For Sale 110 sqm, w/ balcony, Manila Bay View, P15.5M","Malate, Manila",Condominium,"Condominium,double-bedroom",None,110,0,2,3,120.991585,14.570199,Admiral Baysuites,15500000,https://www.lamudi.com.ph/admiral-baysuites-rush2br-for-sale-110-sqm-w-balco-165872265163.html,Manila
Pre-Selling 4-Bedroom Townhouse for sale in Small Horseshoe Drive Quezon City,"Horseshoe, Quezon City",House,"House,townhouse",156,570,None,4,4,121.043543,14.613141,None,64000000,https://www.lamudi.com.ph/pre-selling-4-bedroom-townhouse-for-sale-in-small-horseshoe-drive-quezon-city.html,Quezon City
Rent To Own Studio Condominium Unit In Pasig City Along C5 No Down 8k Monthly,"Bagong Ilog, Pasig",Condominium,"Condominium,studio",None,22,None,1,1,121.06934,14.565391,SYNC,4480200,https://www.lamudi.com.ph/rent-to-own-studio-condominium-unit-in-pasig-city-along-c5-no-down-8k-monthly.html,Pasig
"Fort Bonifacio House and Lot for Sale in Taguig City, Afpovai","Western Bicutan, Taguig",House,"House,single-family-house",200,410,None,4,5,121.036376,14.517219,None,46800000,https://www.lamudi.com.ph/fort-bonifacio-house-and-lot-for-sale-in-taguig-ci-166001576060.html,Taguig
Afpovai Taguig Brand New 5br Duplex House For Sale With Lanai In Fort Bonifacio,"Western Bicutan, Taguig",House,"House,single-family-house",200,410,None,4,5,121.036376,14.517219,None,46800000,https://www.lamudi.com.ph/afpovai-taguig-brand-new-5br-duplex-house-for-sale-with-lanai-in-fort-bonifacio.html,Taguig
"Brand New Modern Duplex House For Sale In Afpovai, Taguig Nr. Bgc,Airport,Makati","Western Bicutan, Taguig",House,"House,townhouse",200,410,4,4,5,121.036376,14.517219,None,46800000,https://www.lamudi.com.ph/brand-new-modern-duplex-house-for-sale-in-afpovai-taguig-nr-bgc-airport-makati.html,Taguig
Verve 2: 2BR facing TERRA PARK,"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",None,102,None,2,2,121.050318,14.540867,Verve Residences Tower 2,28000000,https://www.lamudi.com.ph/verve-2-2br-facing-terra-park.html,Taguig
Verve 2: 2 bedroomfacing Amenities,"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",None,99,1,2,2,121.050318,14.540867,Verve Residences Tower 2,23800000,https://www.lamudi.com.ph/verve-2-2br-facing-amenities.html,Taguig
Rent to Own Condo in Mandaluyong Gateway Regency No Down 8k monthly,"Barangka Ilaya, Mandaluyong",Condominium,"Condominium,studio",None,20,None,1,1,121.04641,14.571338,Gateway Regency,4242000,https://www.lamudi.com.ph/rent-to-own-condo-in-mandaluyong-gateway-regency-no-down-8k-monthly.html,Mandaluyong
Rent to Own Condo in Cirrus Residences Pasig No Down 10k monthly,"Rosario, Pasig",Condominium,"Condominium,studio",None,24,None,1,1,121.089097,14.588464,None,6538769,https://www.lamudi.com.ph/rent-to-own-condo-in-cirrus-residences-pasig-no-down-10k-monthly.html,Pasig
The Century Spire Residences Interior Designed By Armani Casa At Makati City,"Poblacion, Makati",Condominium,"Condominium,studio",None,34,1,1,1,121.032076,14.56568,"For sale studio with 1 parking slot at The Century Spire By Armani Casa at Century City,Makati Avenue,Makati City",10034353,https://www.lamudi.com.ph/the-century-spire-residences-interior-designed-by-armani-casa-at-makati-city.html,Makati
For Sale : 1 Bedroom Unit with Balcony in Breeze Residences Pasay,"MOA, Pasay",Condominium,"Condominium,single-bedroom",None,28,None,1,1,120.982075,14.533709,None,3800000,https://www.lamudi.com.ph/for-sale-1-bedroom-unit-with-balcony-in-breeze-residences-pasay.html,Pasay
Rent to Own Condo in Chimes Greenhills 5% Down Move in 15k monthly,"Greenhills, San Juan",Condominium,"Condominium,studio",None,22,None,1,1,121.0468908,14.6011932,Chimes Greenhills,4099880,https://www.lamudi.com.ph/rent-to-own-condo-in-chimes-greenhills-5-down-move-in-15k-monthly.html,San Juan
Rent to Own Condo in Mandaluyong near Boni 5% Down move in 10k monthly,"Buayang Bato, Mandaluyong",Condominium,"Condominium,studio",None,24,None,1,1,121.051068,14.569686,Axis Residences,4358754,https://www.lamudi.com.ph/rent-to-own-condo-in-mandaluyong-near-boni-5-down-move-in-10k-monthly.html,Mandaluyong
Rent to Own Studio Condo in Quezon City near Araneta No Down 12k monthly,"Cubao, Quezon City",Condominium,"Condominium,studio",None,22,None,1,1,121.0572,14.61777,Aurora Escalades,4171524,https://www.lamudi.com.ph/rent-to-own-studio-condo-in-quezon-city-near-araneta-no-down-12k-monthly.html,Quezon City
"For Sale 1-BR Smart Home Integrated at Harbour Park Residences, Mandaluyong","Hulo, Mandaluyong",Condominium,"Condominium,single-bedroom",None,30.8,None,1,1,121.031359,14.571604,Harbour Park Residences,4380472,https://www.lamudi.com.ph/for-sale-1-br-smart-home-integrated-at-harbour-park-residences-mandaluyong.html,Mandaluyong
Rent to Own Condo in Pasig near Eastwood 170k Down move in 14k monthly,"Manggahan, Pasig",Condominium,"Condominium,studio",None,27,None,1,1,121.093698,14.601887,Acacia Escalades,3960000,https://www.lamudi.com.ph/rent-to-own-condo-in-pasig-near-eastwood-170k-down-move-in-14k-monthly.html,Pasig
"House And Lot For Sale In Tivoli Royale, Quezon City, Qc! Nr. Don Antonio Royale","Matandang Balara, Quezon City",House,"House,single-family-house",364,850,None,4,5,121.082236,14.665648,None,95000000,https://www.lamudi.com.ph/house-and-lot-for-sale-in-tivoli-royale-quezon-city-qc-nr-don-antonio-royale.html,Quezon City
"400 sqm 3-Bedroom Bungalow in Mapayapa Village 3, Pasong Tamo in Quezon City","Pasong Tamo, Quezon City",House,"House,single-family-house",400,400,2,3,3,121.0693355,14.6863678,None,22000000,https://www.lamudi.com.ph/400-sqm-3-bedroom-bungalow-in-mapayapa-village-3-pasong-tamo-in-quezon-city.html,Quezon City
"3 Bedroom Interior Designed, Rent to Own in St. Moritz, McKinley West beside BGC","McKinley Hill, Taguig",Condominium,"Condominium,3-bedroom",None,113.5,2,3,3,121.0553,14.53712,St. Moritz Private Estate,36580000,https://www.lamudi.com.ph/3-bedroom-interior-designed-rent-to-own-in-st-moritz-mckinley-west-beside-bgc.html,Taguig
1Bedroom Condo in BGC Trion Tower Rent To Own 5% Down Move in 50k monthly,"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",None,39,None,1,1,121.050318,14.540867,Trion Tower,11174010,https://www.lamudi.com.ph/1bedroom-condo-in-bgc-trion-tower-rent-to-own-5-down-move-in-50k-monthly.html,Taguig
1 Bedroom Condo in Pasig near BGC Rent to Own No Down 17k monthly,"Bagong Ilog, Pasig",Condominium,"Condominium,single-bedroom",None,36,None,1,1,121.06934,14.565391,Sapphire Bloc,8864567,https://www.lamudi.com.ph/1-bedroom-condo-in-pasig-near-bgc-rent-to-own-no-down-17k-monthly.html,Pasig
Ortigas Center Office Space with 2-Car Parking,"Ortigas CBD, Pasig",Commercial,"Commercial,offices",0,19.33,None,None,None,121.059675,14.583771,None,5500000,https://www.lamudi.com.ph/ortigas-center-office-space-with-2-car-parking-165897353556.html,Pasig
"Prime Commercial Corner Lot for Sale in Blue Ridge A, Quezon City Along C5","Blue Ridge A, Quezon City",Land,"Land,commercial-lot",1075.5,None,None,None,None,121.0443089,14.6621443,None,215000000,https://www.lamudi.com.ph/prime-commercial-corner-lot-for-sale-in-blue-ridge-a-quezon-city-along-c5.html,Quezon City
"For Sale 2BR Fully Furnished Greenbelt Excelsior, Makati City","Legazpi Village, Makati",Condominium,"Condominium,double-bedroom",None,72,None,2,2,121.0275016,14.5570169,Greenbelt Excelsior,14000000,https://www.lamudi.com.ph/for-sale-2br-fully-furnished-greenbelt-excelsior-makati-city.html,Makati
Prime 2-Bedroom in Park Triangle Residences Bonifacio Global City,"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",None,82,None,2,3,121.0539814,14.55339378,Park Triangle Residences,22000000,https://www.lamudi.com.ph/prime-2-bedroom-in-park-triangle-residences-bonifacio-global-city.html,Taguig
"F1 Hotel Manila Studio type Condo for Sale in BGC, Taguig Nr. SM Aura, St.Lukes","Fort Bonifacio, Taguig",Condominium,"Condominium,studio",None,41.08,None,1,1,121.050318,14.540867,F1 Hotel Manila,8000000,https://www.lamudi.com.ph/f1-hotel-manila-studio-type-condo-for-sale-in-bgc-taguig-nr-sm-aura-st-lukes.html,Taguig
"9BR with Garden and Pool House for Sale in Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",House,"House,single-family-house",784,1350,8,9,8,121.022321,14.405874,None,420000000,https://www.lamudi.com.ph/9br-with-garden-and-pool-house-for-sale-in-ayala-alabang-village-muntinlupa.html,Muntinlupa
"Ancestral House & Lot for Sale Located at New Antipolo, Tondo, Manila City","Tondo, Manila",House,"House,single-family-house",307,380,4,4,3,120.965967,14.620565,None,32000000,https://www.lamudi.com.ph/ancestral-house-lot-for-sale-located-at-new-antipolo-tondo-manila-city.html,Manila
Commercial / Residential Building for sale in Quezon City,"Tandang Sora, Quezon City",Commercial,"Commercial,building",655,1491,None,None,None,121.042788,14.6820013,None,59000000,https://www.lamudi.com.ph/commercial-residential-building-for-sale-in-quezon-city.html,Quezon City
"House and Lot in Afpovai, Taguig City","Western Bicutan, Taguig",House,"House,single-family-house",200,410,4,4,5,121.036376,14.517219,None,46800000,https://www.lamudi.com.ph/house-and-lot-in-afpovai-taguig-city-166001633753.html,Taguig
"Brand New House and Lot for Sale in Taguig City, Afpovai, Fort Bonifacio","Western Bicutan, Taguig",House,"House,townhouse",200,410,4,4,5,121.036376,14.517219,None,46800000,https://www.lamudi.com.ph/brand-new-house-and-lot-for-sale-in-taguig-city-af-166001576221.html,Taguig
"Good Deal! 2 Bedroom 2BR Condo for Sale in Makati City, Two Lafayette Square","Bel-Air, Makati",Condominium,"Condominium,double-bedroom",None,102,None,2,2,121.026342,14.563933,Two Lafayette Square,15500000,https://www.lamudi.com.ph/good-deal-2-bedroom-2br-condo-for-sale-in-makati-city-two-lafayette-square.html,Makati
"BGC Corner office unit at Park Triangle Corporate Plaza, Taguig For Sale","Fort Bonifacio, Taguig",Commercial,"Commercial,offices",0,178,None,None,None,121.050318,14.540867,None,57635540.02,https://www.lamudi.com.ph/bgc-corner-office-unit-at-park-triangle-corporate-plaza-taguig-for-sale.html,Taguig
1Bedroom Condo in Manila Bay Rent To Own 5% DP 33k Monthly,"Roxas Boulevard, Manila",Condominium,"Condominium,single-bedroom",None,49,None,1,1,120.9895887,14.551476,Radiance Manila Bay,9833374.08,https://www.lamudi.com.ph/1bedroom-condo-in-manila-bay-rent-to-own-5-dp-33k-monthly.html,Manila
"C5 Commercial Lot in Blue Ridge along C5, Katipunan Quezon City for Sale","Blue Ridge A, Quezon City",Land,"Land,commercial-lot",1075.5,None,None,None,None,121.07328,14.618791,None,215000000,https://www.lamudi.com.ph/c5-commercial-lot-in-blue-ridge-along-c5-katipunan-165896534720.html,Quezon City
"Townhouse For Sale Located In, San Juan City  Price Starts at P 23,720,000",San Juan,House,"House,townhouse",98,298,None,5,4,121.2861642,14.6036614,None,24000000,https://www.lamudi.com.ph/townhouse-for-sale-located-in-san-juan-city-price-starts-at-p-23-720-000.html,San Juan
Below 30m Ayala Alabang Village Single Family House for Sale near Mindanao Gate,"Ayala Alabang, Muntinlupa",House,"House,single-family-house",126,115,None,2,2,121.022321,14.405874,None,15840000,https://www.lamudi.com.ph/below-30m-ayala-alabang-village-single-family-house-for-sale-near-mindanao-gate.html,Muntinlupa
"Clean Title High Floor Condo For Sale In The Suites, BGC, Taguig Nr. Makati CBD","Fort Bonifacio, Taguig",Condominium,"Condominium,4-bedroom",None,277,3,4,4,121.050318,14.540867,The Suites At One Bonifacio High Street,175000000,https://www.lamudi.com.ph/clean-title-high-floor-condo-for-sale-in-the-suites-bgc-taguig-nr-makati-cbd.html,Taguig
"Fully Furnished 4 Bedroom Condo For Sale in BGC, Taguig City, The Suites","Fort Bonifacio, Taguig",Condominium,"Condominium,4-bedroom",None,277,3,4,4,121.050318,14.540867,The Suites At One Bonifacio High Street,175000000,https://www.lamudi.com.ph/fully-furnished-4-bedroom-condo-for-sale-in-bgc-taguig-city-the-suites.html,Taguig
"3 Bedroom Condo Unit For Sale In Edades Tower With Income, Makati!","Rockwell, Makati",Condominium,"Condominium,3-bedroom",None,136,2,3,3,121.036339,14.562949,Edades Tower and Garden Villas,46000000,https://www.lamudi.com.ph/3-bedroom-condo-unit-for-sale-in-edades-tower-with-income-makati.html,Makati
"Penthouse with 3 Bedroom Condo Unit For Sale in Residencia 8888, Ortigas, Pasig","Ortigas CBD, Pasig",Condominium,"Condominium,penthouse-1",None,328.24,2,3,4,121.059675,14.583771,Residencia 8888,35500000,https://www.lamudi.com.ph/penthouse-with-3-bedroom-condo-unit-for-sale-in-residencia-8888-ortigas-pasig.html,Pasig
DMCI Homes Pre Selling Condo in Acacia Estates Taguig near BGC Alder Residences,"Ususan, Taguig",Condominium,"Condominium,double-bedroom",None,67,None,2,1,121.065172,14.531149,Alder Residences,6758000,https://www.lamudi.com.ph/dmci-homes-pre-selling-condo-in-acacia-estates-taguig-near-bgc-alder-residences.html,Taguig
"Rush Sale! Brand New House For Sale Tivoli Royale, Matandang Balara, Quezon City","Matandang Balara, Quezon City",House,"House,single-family-house",364,850,4,4,5,121.082236,14.665648,None,95000000,https://www.lamudi.com.ph/rush-sale-brand-new-house-for-sale-tivoli-royale-matandang-balara-quezon-city.html,Quezon City
"High End 2-Storey House For Sale Tivoli Royale,Quezon City Nr.Don Antonio Royale","Matandang Balara, Quezon City",House,"House,single-family-house",364,850,None,4,5,121.0944362,14.67746243,None,95000000,https://www.lamudi.com.ph/high-end-2-storey-house-for-sale-tivoli-royale-quezon-city-nr-don-antonio-royale.html,Quezon City
Tivoli Royale 2-Storey Modern House and Lot For Sale In Quezon City Commonwealth,"Matandang Balara, Quezon City",House,"House,single-family-house",364,850,None,4,5,121.082236,14.665648,None,95000000,https://www.lamudi.com.ph/tivoli-royale-2-storey-modern-house-and-lot-for-sa-165880036952.html,Quezon City
Brand New House and Lot FOR SALE in Ayala Alabang Village,"Alabang, Muntinlupa",House,"House,single-family-house",555,675,None,4,4,121.037608,14.4179774,None,195000000,https://www.lamudi.com.ph/brand-new-house-and-lot-for-sale-in-ayala-alabang-village-3.html,Muntinlupa
"2 Bedroom Condo Unit For Sale at Amaia Skies Cubao, Quezon City","Cubao, Quezon City",Condominium,"Condominium,double-bedroom",None,31,None,2,1,121.0572,14.61777,Amaia Skies Cubao,6500000,https://www.lamudi.com.ph/2-bedroom-condo-unit-for-sale-at-amaia-skies-cubao-quezon-city.html,Quezon City
"For Sale Corner Modern Office Building for Sale in Makati City, Makati Ave.","Makati Avenue, Makati",Commercial,"Commercial,building",264,2156.78,6,None,None,121.0271,14.55973,None,275000000,https://www.lamudi.com.ph/for-sale-corner-modern-office-building-for-sale-in-165952048644.html,Makati
"Rare Corner Office Building for Sale in Makati City Along Makati Ave., Near BGC","Makati Avenue, Makati",Commercial,"Commercial,offices",264,2156.78,6,None,None,121.0271,14.55973,None,275000000,https://www.lamudi.com.ph/rare-corner-office-building-for-sale-in-makati-city-along-makati-ave-near-bgc.html,Makati
Fitted Corner Office Building for Sale in Makati City Makati Ave. Nr.Glorietta,"Makati Avenue, Makati",Commercial,"Commercial,building",264,2156.78,6,None,None,121.0271,14.55973,None,275000000,https://www.lamudi.com.ph/fitted-corner-office-building-for-sale-in-makati-c-165952048078.html,Makati
